date,serial_no,code_no,order_no,type,press_1,press_2,machine_no,sintering_furnace_no,furnace_no,zone,pass_no,Br,Br_remarks,4paiId,4paiId_remarks,iHc,iHc_remarks,bHc,bHc_remarks,BHMax,BHMax_remarks,Squareness,Squareness_remarks,4paiIs,4paiIs_remarks,iHk,iHk_remarks,4paiIa,4paiIa_remarks,Density,Density_remarks,iHkiHc,iHkiHc_remarks,Br4pai,Br4pai_remarks,iHr95,iHr95_remarks,iHr98,iHr98_remarks,Tracer,Tracer_remarks,HRX,HRX_remarks,MRX,MRX_remarks,HRY,HRY_remarks,MRY,MRY_remarks,IHKA,IHKA_remarks,MRA,MRA_remarks,IHKB,IHKB_remarks,MRB,MRB_remarks,IHKC,IHKC_remarks,MRC,MRC_remarks,HR,HR_remarks,HRO,HRO_remarks,x,y,furnace_id,layer_no,temperature,data_status
2025-04-20,2505000001,0G00755,0G00755,N52AS-GF,1711,0000,02,K40-0581,C-33,11CG,1,14280,0,13959,0,19677,0,13748,0,48.89,0,0.959,0,14620,0,18256,0,13487,0,0.000000,0,1421,0,793,0,18201,0,17735,0,PG,,19658.443343,,0.000000,,0,,0.000000,,19677.200304,,0.000000,,19677.200304,,0.000000,,19677.200304,,0.000000,,99.904677,,NaN,,"[   68.988,   -0.727,   -68.438,   -132.121,   -194.326,   -258.248,   -325.467,   -390.983,   -453.062,   -513.364,   -578.754,   -644.895,   -710.744,   -774.452,   -835.617,   -898.512,   -963.57,   -1029.936,   -1094.308,   -1158.004,   -1219.934,   -1284.637,   -1346.451,   -1410.709,   -1474.038,   -1536.002,   -1599.345,   -1663.139,   -1726.397,   -1790.502,   -1858.011,   -1919.665,   -1980.305,   -2043.899,   -2104.801,   -2165.623,   -2226.976,   -2287.592,   -2350.301,   -2412.154,   -2473.352,   -2535.186,   -2597.577,   -2656.867,   -2716.711,   -2776.037,   -2837.834,   -2898.388,   -2959.056,   -3020.664,   -3081.111,   -3141.142,   -3204.549,   -3267.52,   -3328.29,   -3389.741,   -3451.256,   -3509.015,   -3569.649,   -3631.77,   -3691.542,   -3752.072,   -3816.114,   -3877.168,   -3934.585,   -3997.628,   -4057.963,   -4119.751,   -4179.544,   -4239.986,   -4301.485,   -4363.512,   -4425.035,   -4486.551,   -4546.699,   -4606.335,   -4666.85,   -4725.665,   -4789.014,   -4848.859,   -4907.761,   -4969.517,   -5026.441,   -5089.3,   -5152.361,   -5213.629,   -5273.045,   -5330.56,   -5392.893,   -5452.391,   -5513.281,   -5575.647,   -5636.594,   -5695.318,   -5755.977,   -5816.327,   -5876.77,   -5937.815,   -5996.896,   -6055.866,   -6117.424,   -6176.632,   -6237.174,   -6297.075,   -6353.436,   -6413.455,   -6475.166,   -6535.619,   -6595,   -6654.735,   -6714.869,   -6775.045,   -6834.324,   -6892.854,   -6952.32,   -7012.191,   -7070.858,   -7129.479,   -7187.69,   -7246.662,   -7306.064,   -7363.57,   -7420.408,   -7477.385,   -7536.542,   -7595.588,   -7655.084,   -7715.017,   -7774.497,   -7830.38,   -7887.816,   -7948.563,   -8025.245,   -8169.979,   -8308.27,   -8443.206,   -8572.771,   -8697.414,   -8823.269,   -8951.527,   -9077.028,   -9201.547,   -9324.87,   -9446.719,   -9571.735,   -9695.623,   -9817.458,   -9940.195,   -10060.41,   -10180.918,   -10301.595,   -10426.725,   -10551.384,   -10671.248,   -10789.11,   -10910.755,   -11032.482,   -11154.411,   -11273.499,   -11393.868,   -11516.19,   -11635.774,   -11757.287,   -11878.448,   -11996.656,   -12119.079,   -12240.539,   -12358.113,   -12475.887,   -12595.548,   -12716.351,   -12836.741,   -12955.389,   -13072.826,   -13192.816,   -13310.966,   -13427.271,   -13548.318,   -13664.807,   -13782.883,   -13901.067,   -14016.822,   -14135.528,   -14253.852,   -14370.994,   -14490.274,   -14606.541,   -14723.32,   -14842.794,   -14963.241,   -15079.322,   -15193.054,   -15309.012,   -15425.728,   -15544.314,   -15659.658,   -15774.795,   -15888.851,   -16005.132,   -16121.014,   -16238.291,   -16353.209,   -16465.774,   -16580.877,   -16694.382,   -16805.611,   -16920.877,   -17033.976,   -17144.577,   -17249.874,   -17350.516,   -17449.536,   -17546.561,   -17637.741,   -17724.542,   -17810.424,   -17894.035,   -17971.699,   -18042.436,   -18113.629,   -18183.384,   -18249.186,   -18311.66,   -18372.548,   -18432.949,   -18490.359,   -18547.024,   -18599.773,   -18648.545,   -18696.163,   -18741.649,   -18791.126,   -18837.208,   -18878.579,   -18920.003,   -18957.559,   -18992.455,   -19030.332,   -19068.353,   -19107.099,   -19138.331,   -19165.403,   -19189.347,   -19217.611,   -19248.505,   -19278.477,   -19303.704,   -19324.613,   -19349.729,   -19372.418,   -19390.338,   -19413.474,   -19431.968,   -19449.013,   -19464.026,   -19482.778,   -19502.668,   -19520.225,   -19530.755,   -19547.279,   -19564.794,   -19578.432,   -19587.33,   -19598.798,   -19612.711,   -19624.729,   -19631.151,   -19636.637,   -19642.007,   -19650.377,   -19658.658,   -19667.397,   -19674.641,   -19680.206,   -19684.976,   -19686.854,   -19689.453,   -19692.95,   -19691.213,   -19691.275,   -19692.991,   -19693.184,   -19698.157,   -19702.181,   -19703.562,   -19703.777,   -19702.649,   -19704.11,   -19704.121,   -19701.98,   -19700.1,   -19700.014,   -19698.071,   -19691.669,   -19685.333,   -19683.042,   -19682.565,   -19679.709,   -19677.968,   -19677.789,   -19674.993,   -19669.661,   -19664.819,   -19658.91,   -19656.017 ]","[   14277.061,   14279.948,   14280.361,   14276.189,   14274.019,   14274.77,   14277.063,   14273.144,   14271.161,   14267.379,   14268.024,   14269.157,   14270.247,   14267.829,   14263.792,   14262.381,   14260.876,   14265.277,   14262.809,   14260.579,   14257.773,   14255.924,   14253.5,   14255.3,   14252.493,   14247.883,   14247.871,   14247.439,   14244.673,   14245.471,   14249.017,   14243.151,   14235.655,   14234.902,   14230.721,   14225.196,   14220.801,   14212.826,   14212.33,   14212.235,   14208.332,   14204.685,   14200.608,   14195.08,   14187.604,   14180.587,   14176.567,   14171.95,   14166.497,   14162.705,   14158.279,   14152.886,   14148.616,   14147.364,   14145.536,   14142.37,   14137.817,   14129.308,   14125.76,   14126.746,   14121.318,   14114.023,   14114.613,   14112.908,   14103.688,   14102.88,   14100.879,   14098.961,   14093.111,   14090.399,   14087.132,   14085.024,   14085.123,   14084.677,   14080.12,   14073.954,   14071.285,   14064.876,   14065.045,   14061.264,   14058.275,   14056.572,   14050.381,   14049.422,   14048.098,   14045.47,   14042.124,   14038.214,   14038.562,   14034.96,   14034.185,   14033.25,   14031.31,   14028.517,   14026.933,   14024.848,   14024.084,   14022.329,   14017.114,   14012.394,   14012.942,   14011.827,   14008.438,   14004.582,   13998.228,   13999.082,   13998.599,   13997.694,   13996,   13994.937,   13990.677,   13988.118,   13985.643,   13983.556,   13984.563,   13983.105,   13981.639,   13979.397,   13975.051,   13972.064,   13969.518,   13967.846,   13966.607,   13962.748,   13962.739,   13959.6,   13958.817,   13959.802,   13958.63,   13952.713,   13952.173,   13954.805,   13953.648,   13945.21,   13941.761,   13939.523,   13934.127,   13926.411,   13921.334,   13921.404,   13918.48,   13915.626,   13911.425,   13903.951,   13900.954,   13896.719,   13893.273,   13890.451,   13882.868,   13876.92,   13869.954,   13869.386,   13868.704,   13864.184,   13854.349,   13851.085,   13851.908,   13848.293,   13842.498,   13837.431,   13832.874,   13828.065,   13825.05,   13823.636,   13816.029,   13813.411,   13809.702,   13803.241,   13798.553,   13795.186,   13791.806,   13790.442,   13783.621,   13775.527,   13771.18,   13764.647,   13758.631,   13757.955,   13752.632,   13746.674,   13741.611,   13734.112,   13729.875,   13727.063,   13722.997,   13718.969,   13713.873,   13707.495,   13701.587,   13699.047,   13694.837,   13688.712,   13683.495,   13679.305,   13675.174,   13671.228,   13665.996,   13658.998,   13652.488,   13647.31,   13645.055,   13639.51,   13630.939,   13625.61,   13618.999,   13610.484,   13607.438,   13602.438,   13590.306,   13571.412,   13541.64,   13506.25,   13467.722,   13425.828,   13375.45,   13322.085,   13264.21,   13193.14,   13112.206,   13030.663,   12947.85,   12857.205,   12762.43,   12666.941,   12570.685,   12470.569,   12366.551,   12255.035,   12135.705,   12018.327,   11897.388,   11779.505,   11656.774,   11526.85,   11398.219,   11263.342,   11122.971,   10987.096,   10852.383,   10718.108,   10570.148,   10419.375,   10262.031,   10109.453,   9965.407,   9821.414,   9666.291,   9503.267,   9343.844,   9187.442,   9021.763,   8861.186,   8697.174,   8532.938,   8369.731,   8207.681,   8044.026,   7877.219,   7698.937,   7532.333,   7365.361,   7189.686,   7011.655,   6836.475,   6664.858,   6488.707,   6308.981,   6124.794,   5939.223,   5761.181,   5580.949,   5402.178,   5224.503,   5040.863,   4856.326,   4666.648,   4478.924,   4293.644,   4098.32,   3905.125,   3714.627,   3523.677,   3343.314,   3159.954,   2973.553,   2784.921,   2594.285,   2403.389,   2213.757,   2023.894,   1831.652,   1640.972,   1450.086,   1253.693,   1056.305,   863.437,   676.097,   484.838,   293.01,   102.683,   -87.036,   -280.234,   -473.1,   -667.391,   -857.07 ]",1,1,22.6,Nomal
2025-04-20,2505000001,0G00755,0G00755,N52AS-GF,1711,0000,02,K40-0581,C-33,11BF,1,14196,0,13881,0,21042,0,13652,0,48.36,0,0.96,0,14526,0,19694,0,13483,0,0.000000,0,1348,0,713,0,19719,0,19275,0,PG,,21025.507855,,0.000000,,0,,0.000000,,21042.417129,,0.000000,,21042.417129,,0.000000,,21042.417129,,0.000000,,99.919642,,NaN,,"[   41.1,   -25.797,   -91.362,   -153.655,   -218.495,   -285.392,   -350.707,   -413.624,   -475.834,   -542.213,   -607.863,   -670.853,   -734.66,   -799.378,   -866.298,   -929.662,   -992.263,   -1056.782,   -1121.156,   -1184.347,   -1250.323,   -1313.175,   -1376.76,   -1437.541,   -1497.891,   -1564.986,   -1629.144,   -1694.933,   -1759.715,   -1825.908,   -1884.759,   -1945.41,   -2008.895,   -2071.171,   -2131.887,   -2195.145,   -2256.49,   -2318.712,   -2380.351,   -2443.018,   -2506.2,   -2567.069,   -2629.586,   -2689.253,   -2749.428,   -2811.433,   -2870.954,   -2932.487,   -2994.885,   -3057.561,   -3119.502,   -3181.635,   -3241.322,   -3301.406,   -3365.613,   -3426.346,   -3486.439,   -3547.031,   -3611.944,   -3672.593,   -3732.901,   -3794.616,   -3856.078,   -3916.133,   -3977.576,   -4039.612,   -4101.206,   -4162.571,   -4225.404,   -4284.847,   -4344.673,   -4407.303,   -4470.049,   -4531.855,   -4593.688,   -4651.695,   -4709.929,   -4772.138,   -4835.332,   -4894.353,   -4955.706,   -5017.369,   -5078.104,   -5137.977,   -5198.081,   -5263.022,   -5320.475,   -5380.313,   -5442.934,   -5505.125,   -5565.224,   -5626.909,   -5689.008,   -5747.88,   -5809.782,   -5869.995,   -5930.75,   -5988.288,   -6047.803,   -6110.184,   -6169.061,   -6228.023,   -6288.018,   -6349.822,   -6410.722,   -6468.388,   -6530.673,   -6591.315,   -6651.328,   -6710.252,   -6770.47,   -6830.12,   -6889.981,   -6948.9,   -7008.277,   -7068.962,   -7128.293,   -7186.578,   -7244.828,   -7304.523,   -7362.202,   -7418.408,   -7476.944,   -7538.189,   -7598.073,   -7655.907,   -7714.039,   -7772.227,   -7832.773,   -7890.913,   -7950.903,   -8002.046,   -8147.099,   -8285.875,   -8418.636,   -8547.605,   -8676.444,   -8802.168,   -8926.607,   -9052.844,   -9178.796,   -9302.989,   -9424.228,   -9546.678,   -9670.402,   -9793.761,   -9915.486,   -10036.09,   -10158.929,   -10280.872,   -10403.647,   -10526.183,   -10645.678,   -10764.113,   -10886.486,   -11008.578,   -11129.432,   -11247.489,   -11367.465,   -11489.816,   -11608.826,   -11729.202,   -11852.745,   -11970.799,   -12088.754,   -12208.3,   -12330.121,   -12449.25,   -12571.189,   -12692.04,   -12812.798,   -12931.666,   -13048.834,   -13166.977,   -13282.721,   -13402.018,   -13522.041,   -13638.661,   -13758.082,   -13874.155,   -13992.43,   -14110.592,   -14230.755,   -14345.936,   -14463.731,   -14578.976,   -14697.866,   -14818.58,   -14936.344,   -15053.746,   -15168.747,   -15282.973,   -15400.536,   -15515.346,   -15634.477,   -15749.244,   -15862.821,   -15977.878,   -16094.042,   -16211.772,   -16325.181,   -16438.27,   -16555.324,   -16670.034,   -16782.24,   -16899.27,   -17014.911,   -17127.813,   -17240.612,   -17353.981,   -17465.024,   -17579.809,   -17696.211,   -17807.851,   -17920.334,   -18032.53,   -18145.617,   -18258.202,   -18366.155,   -18478.336,   -18589.466,   -18696.847,   -18801.522,   -18901.753,   -18995.659,   -19088.998,   -19177.277,   -19263.461,   -19341.306,   -19419.697,   -19496.821,   -19566.25,   -19636.632,   -19706.271,   -19770.682,   -19831.753,   -19891.271,   -19951.498,   -20007.107,   -20054.682,   -20103.73,   -20152.423,   -20198.75,   -20245.151,   -20289.567,   -20328.551,   -20367.986,   -20404.667,   -20441.821,   -20477.103,   -20508.378,   -20538.529,   -20567.982,   -20594.941,   -20624.251,   -20652.861,   -20682.32,   -20705.908,   -20728.494,   -20754.515,   -20777.366,   -20798.185,   -20820.906,   -20840.413,   -20860.933,   -20879.35,   -20894.486,   -20911.293,   -20926.177,   -20942.428,   -20959.808,   -20970.51,   -20981.628,   -20996.563,   -21005.911,   -21011.24,   -21021.551,   -21029.195,   -21037.002,   -21045.576,   -21056.402,   -21061.341,   -21065.135,   -21073.896,   -21080.495,   -21084.13,   -21087.812,   -21089.841,   -21095.941,   -21097.991,   -21096.689,   -21095.483,   -21096.438,   -21098.708,   -21097.882,   -21096.482,   -21096.157,   -21095.727,   -21098.239,   -21094.814,   -21091.424,   -21090.041,   -21085.694,   -21084.156,   -21081.752,   -21077.83,   -21071.18,   -21066.472,   -21060.184,   -21055.171,   -21049.988,   -21044.83,   -21040.408,   -21035.756,   -21029.311,   -21026.698,   -21024.65 ]","[   14195.376,   14194.682,   14191.998,   14188.91,   14186.901,   14190.497,   14189.56,   14186.487,   14183.183,   14186.719,   14187.735,   14185.646,   14183.178,   14180.493,   14182.299,   14181.166,   14180.25,   14179.179,   14174.843,   14171.932,   14173.304,   14169.515,   14168.988,   14166.063,   14161.725,   14162.765,   14163.404,   14163.972,   14161.639,   14163.174,   14154.892,   14151.832,   14150.089,   14146.234,   14140.935,   14136.97,   14131.368,   14128.924,   14124.451,   14123.055,   14121.58,   14116.934,   14110.907,   14102.821,   14100.121,   14096.79,   14088.397,   14084.185,   14081.15,   14078.255,   14074.319,   14071.009,   14066.754,   14063.3,   14062.421,   14055.344,   14049.663,   14046.254,   14047.805,   14043.45,   14038.107,   14035.468,   14032.796,   14027.859,   14026.145,   14021.503,   14017.134,   14014.484,   14013.654,   14009.954,   14008.041,   14006.179,   14004.259,   13997.565,   13995.757,   13991.785,   13985.855,   13984.919,   13985.497,   13981.034,   13980.068,   13976.636,   13971.664,   13969.917,   13966.854,   13970.422,   13964.002,   13960.376,   13959.448,   13958.545,   13956.12,   13954.206,   13951.303,   13947.909,   13948.482,   13949.368,   13945.232,   13939.178,   13937.452,   13937.237,   13933.309,   13929.557,   13927.725,   13927.315,   13926.547,   13923.733,   13921.934,   13920.244,   13917.46,   13914.104,   13912.596,   13910.002,   13908.916,   13908.231,   13904.837,   13904.233,   13903.662,   13899.69,   13896.426,   13894.958,   13893.946,   13891.424,   13887.896,   13886.302,   13885.672,   13882.761,   13881.055,   13879.106,   13877.242,   13875.797,   13869.42,   13862.346,   13856.337,   13852.625,   13848.006,   13842.769,   13840.674,   13835.557,   13832.002,   13828.88,   13825.355,   13821.125,   13814.522,   13811.026,   13806.038,   13803.305,   13800.373,   13792.852,   13788.984,   13782.576,   13780.005,   13776.665,   13770.349,   13763.447,   13760.789,   13759.852,   13757.015,   13747.045,   13742.27,   13740.414,   13733.949,   13732.126,   13729.036,   13721.945,   13716.822,   13710.097,   13708.129,   13705.41,   13702.106,   13697.632,   13696.653,   13691.757,   13682.067,   13677.194,   13667.657,   13664.829,   13663.154,   13656.665,   13654.12,   13647.567,   13641.413,   13636.71,   13637.19,   13629.415,   13624.171,   13617.296,   13613.934,   13609.345,   13605.287,   13599.364,   13595.493,   13587.729,   13584.203,   13577.95,   13577.149,   13569.501,   13560.439,   13555.743,   13553.378,   13549.601,   13540.52,   13533.884,   13530.336,   13525.901,   13519.16,   13515.499,   13509.805,   13503.979,   13499.753,   13495.09,   13485.643,   13479.279,   13476.523,   13469.531,   13466.077,   13460.461,   13454.938,   13448.145,   13437.253,   13428.977,   13420.408,   13409.182,   13391.358,   13366.193,   13330.213,   13289.222,   13241.197,   13190.364,   13129.46,   13065.185,   12996.946,   12918.364,   12838.393,   12755.705,   12665.811,   12573.583,   12477.704,   12383.011,   12281.262,   12166.78,   12053.211,   11936.15,   11817.07,   11700.222,   11581.688,   11451.505,   11320.471,   11186.964,   11053.545,   10915.057,   10770.889,   10628.811,   10486.313,   10342.494,   10198.708,   10051.542,   9904.074,   9750.967,   9595.135,   9443.914,   9287.284,   9130.51,   8974.066,   8816.527,   8659.511,   8494.935,   8328.718,   8161.805,   7995.002,   7830.852,   7664.826,   7491.798,   7317.974,   7151.174,   6975.944,   6794.243,   6620.844,   6440.912,   6261.924,   6086.201,   5913.464,   5732.76,   5549.038,   5374.085,   5195.22,   5012.172,   4830.715,   4645.743,   4464.324,   4279.959,   4091.896,   3901.619,   3714.261,   3531.292,   3344.814,   3156.72,   2966.862,   2777.326,   2594.507,   2407.296,   2214.729,   2025.105,   1835.788,   1648.66,   1457.268,   1266.06,   1069.929,   875.787,   682.068,   489.712,   296.227,   103.673,   -83.883,   -271.827,   -464.368,   -651.382,   -838.431 ]",1,1,22.5,Nomal
2025-04-20,2505000001,0G00755,0G00755,N52AS-GF,1711,0000,02,K40-0581,C-33,11AE,1,14168,0,13853,0,19196,1,13625,0,48.15,0,0.959,0,14502,0,17633,0,12905,0,0.000000,0,1564,0,1263,1,17595,1,17120,1,PG,,19189.192771,,0.000000,,0,,0.000000,,19196.423561,,0.000000,,19196.423561,,0.000000,,19196.423561,,0.000000,,99.962333,,NaN,,"[   91.011,   24.808,   -39.464,   -104.165,   -169.705,   -233.706,   -298.445,   -362.865,   -424.264,   -489.179,   -554.501,   -620.016,   -684.233,   -746.847,   -812.043,   -877.524,   -942.395,   -1006.206,   -1069.558,   -1134.035,   -1197.9,   -1261.282,   -1326.354,   -1389.991,   -1452.372,   -1517.859,   -1579.898,   -1644.015,   -1707.154,   -1773.629,   -1835.771,   -1897.783,   -1960.475,   -2022.297,   -2085.087,   -2147.159,   -2206.97,   -2269.976,   -2334.486,   -2394.457,   -2457.247,   -2522.594,   -2584.244,   -2643.144,   -2704.526,   -2765.498,   -2825.19,   -2887.282,   -2946.618,   -3008.405,   -3070.135,   -3133.198,   -3194.887,   -3254.632,   -3316.783,   -3378.835,   -3440.145,   -3500.466,   -3562.951,   -3625.093,   -3685.884,   -3749.688,   -3811.44,   -3870.637,   -3932.483,   -3993.827,   -4055.377,   -4116.127,   -4178.47,   -4238.434,   -4299.75,   -4363.783,   -4427.424,   -4484.722,   -4542.732,   -4605.613,   -4666.751,   -4728.488,   -4790.929,   -4852.021,   -4912.121,   -4970.182,   -5031.817,   -5095.166,   -5156.86,   -5217.161,   -5275.364,   -5340.083,   -5401.315,   -5461.301,   -5522.127,   -5583.37,   -5644.121,   -5704.891,   -5766.178,   -5828.833,   -5886.966,   -5945.704,   -6006.044,   -6067.034,   -6127.736,   -6186.728,   -6247.636,   -6307.339,   -6367.723,   -6429.074,   -6491.087,   -6552.506,   -6611.429,   -6669.506,   -6730.074,   -6788.31,   -6847.445,   -6908.3,   -6968.136,   -7027.944,   -7089.127,   -7146.271,   -7204.26,   -7265.308,   -7322.876,   -7380.734,   -7437.139,   -7498.072,   -7556.204,   -7616.527,   -7677.128,   -7734.618,   -7791.289,   -7849.299,   -7907.5,   -8017.413,   -8161.443,   -8295.831,   -8427.654,   -8557.19,   -8685.174,   -8810.473,   -8936.068,   -9060.998,   -9186.207,   -9311.906,   -9434.561,   -9556.39,   -9678.271,   -9799.019,   -9924.851,   -10044.709,   -10166.524,   -10290.964,   -10410.921,   -10533.798,   -10653.643,   -10771.513,   -10894.367,   -11017.312,   -11140.046,   -11257.38,   -11376.978,   -11500.449,   -11619.864,   -11740.803,   -11861.884,   -11981.07,   -12099.602,   -12219.173,   -12340.639,   -12460.352,   -12579.43,   -12698.983,   -12817.903,   -12935.606,   -13054.315,   -13174.429,   -13291.351,   -13411.055,   -13529.138,   -13648.309,   -13768.458,   -13884.093,   -14000.012,   -14119.087,   -14238.393,   -14354.489,   -14470.888,   -14587.307,   -14708.691,   -14829.042,   -14945.896,   -15059.646,   -15176.845,   -15293.4,   -15407.483,   -15524.407,   -15643.495,   -15754.611,   -15869.025,   -15986.593,   -16100.472,   -16216.08,   -16327.972,   -16438.86,   -16549.254,   -16654.726,   -16757.24,   -16855.454,   -16949.654,   -17035.527,   -17122.434,   -17205.008,   -17285.857,   -17364.944,   -17441.057,   -17512.773,   -17584.067,   -17652.608,   -17721.349,   -17785.171,   -17848.21,   -17909.19,   -17965.842,   -18018.918,   -18072.109,   -18121.84,   -18172.041,   -18220.887,   -18261.69,   -18307.041,   -18355.67,   -18397.751,   -18441.1,   -18480.806,   -18516.339,   -18552.544,   -18583.443,   -18613.248,   -18641.965,   -18676.818,   -18708.074,   -18736.549,   -18764.3,   -18793.186,   -18817.924,   -18839.998,   -18864.222,   -18887.836,   -18909.484,   -18930.576,   -18949.228,   -18964.897,   -18984.531,   -19002.806,   -19017.534,   -19036.757,   -19051.81,   -19064.305,   -19078.284,   -19089.265,   -19102.794,   -19115.588,   -19128.377,   -19138.977,   -19148.541,   -19157.49,   -19168.524,   -19178.75,   -19183.485,   -19190.591,   -19200.499,   -19204.079,   -19210.192,   -19212.445,   -19215.157,   -19221.141,   -19226.207,   -19226.252,   -19224.253,   -19225.07,   -19224.064,   -19222.211,   -19222.457,   -19225.189,   -19226.856,   -19228.414,   -19229.138,   -19228.407,   -19223.33,   -19219.568,   -19217.169,   -19213.901,   -19212.54,   -19209.752,   -19204.209,   -19198.635,   -19196.314,   -19196.691,   -19194.242,   -19189.832,   -19184.414 ]","[   14167.97,   14168.621,   14167.325,   14164.266,   14164.281,   14164.958,   14159.986,   14158.663,   14154.814,   14157.895,   14157.403,   14156.541,   14156.674,   14153.325,   14151.233,   14151.622,   14152.48,   14148.541,   14146.137,   14145.666,   14144.34,   14139.145,   14140.855,   14140.022,   14137.981,   14137.885,   14134.732,   14133.388,   14130.928,   14131.425,   14128.143,   14125.659,   14122.07,   14115.81,   14113.707,   14107.64,   14100.274,   14099.232,   14099.418,   14091.817,   14087.416,   14086.411,   14083.799,   14075.876,   14070.723,   14067.982,   14060.722,   14057.84,   14051.517,   14046.524,   14041.13,   14040.565,   14035.252,   14031.011,   14029.523,   14025.734,   14021.783,   14017.079,   14016.438,   14013.563,   14007.677,   14006.013,   14004.709,   13998.744,   13994.487,   13991.211,   13988.569,   13983.825,   13980.283,   13976.884,   13975.453,   13974.534,   13974.755,   13967.634,   13960.737,   13960.494,   13957.491,   13956.997,   13956.974,   13953.063,   13949.31,   13943.524,   13943.178,   13942.886,   13941.231,   13938.37,   13930.92,   13933.485,   13932.265,   13926.628,   13924.489,   13924.646,   13921.927,   13919.583,   13917.856,   13917.933,   13913.615,   13909.632,   13906.267,   13906.645,   13905.057,   13900.203,   13898.118,   13894.857,   13894.183,   13893.999,   13892.82,   13893.536,   13891.588,   13887.076,   13884.127,   13879.073,   13877.588,   13877.647,   13876.791,   13874.148,   13873.302,   13869.704,   13864.659,   13865.686,   13864.866,   13862.574,   13857.324,   13857.735,   13856.314,   13854.382,   13854.042,   13851.01,   13846.613,   13844.806,   13838.637,   13830.05,   13825.56,   13817.99,   13812.927,   13808.603,   13804.002,   13798.667,   13797.031,   13791.607,   13789.116,   13788.774,   13782.477,   13779.849,   13775.466,   13768.933,   13764.865,   13757.988,   13754.303,   13751.701,   13746.857,   13744.39,   13735.329,   13727.419,   13728.675,   13728.86,   13725.096,   13716.409,   13709.28,   13706.646,   13700.493,   13700.058,   13697.49,   13691.695,   13685.15,   13678.391,   13674.964,   13670.747,   13667.188,   13666.245,   13663.015,   13653.146,   13646.265,   13641.623,   13636.227,   13632.91,   13627.787,   13624.747,   13620.233,   13613.834,   13607.121,   13602.732,   13600.351,   13594.089,   13588.226,   13583.632,   13580.853,   13574.271,   13569.396,   13560.663,   13557.338,   13552.059,   13545.457,   13542.551,   13540.334,   13527.519,   13521.159,   13520.39,   13512.67,   13506.595,   13498.059,   13487.692,   13475.769,   13452.447,   13424.236,   13392.354,   13348.15,   13293.221,   13238.477,   13177.283,   13109.501,   13040.615,   12967.582,   12890.921,   12810.677,   12727.248,   12642.801,   12548.296,   12453.27,   12353.652,   12247.748,   12139.961,   12028.467,   11912.562,   11796.082,   11677.19,   11549.383,   11422.636,   11300.34,   11176.226,   11048.097,   10913.424,   10775.971,   10637.756,   10488.104,   10339.941,   10189.672,   10043.539,   9894.831,   9744.733,   9596.457,   9446.267,   9288.839,   9128.422,   8974.513,   8813.446,   8651.787,   8490.045,   8322.998,   8153.62,   7988.913,   7822.736,   7656.789,   7493.03,   7323.733,   7151.171,   6978.66,   6799.993,   6627.903,   6453.301,   6276.713,   6098.987,   5922.837,   5743.632,   5565.481,   5387.986,   5205.273,   5024.061,   4843.939,   4657.093,   4471.669,   4284.973,   4096.557,   3911.393,   3728.768,   3537.681,   3343.261,   3150.665,   2955.643,   2763.817,   2573.612,   2385.547,   2197.696,   2010.664,   1821.672,   1629.696,   1432.008,   1235.116,   1044.393,   850.341,   659.091,   464.725,   267.519,   72.133,   -120.044,   -307.381,   -499.699,   -695.62,   -890.478 ]",1,1,22.7,Nomal
